id,URL,author,title,keywords,doi,year,publication_venue
2330631,https://dl.acm.org/citation.cfm?id=2330631,Verónica  Rivera-Pelayo and Valentin  Zacharias and Lars  Müller and Simone  Braun,Applying Quantified Self Approaches to Support Reflective Learning,"framework, learning analytics, mobile applications, quantified self, reflective learning",10.1145/2330601.2330631,2012,LAK '12
3321527,https://dl.acm.org/citation.cfm?id=3321527,Jayden  Khakurel and Mika  Immonen and Jari  Porras and Antti  Knutas,Understanding the Adoption of Quantified Self-tracking Wearable Devices in the Organization Environment: An Empirical Case Study,"activity tracker, aesthetics, fashnology, pedometer, privacy, quantified self-tracking wearable devices, quantified-self, smartwatch, technology acceptance, wearability",10.1145/3316782.3321527,2019,PETRA '19
2806252,https://dl.acm.org/citation.cfm?id=2806252,Tian  Gan and Yongkang  Wong and Bappaditya  Mandal and Vijay  Chandrasekhar and Mohan S. Kankanhalli,Multi-sensor Self-Quantification of Presentations,"ego-centric vision, multi-modal analysis, presentations, quantified self",10.1145/2733373.2806252,2015,MM '15
3125505,https://dl.acm.org/citation.cfm?id=3125505,Marvin  Andujar and Juan E. Gilbert,A User-centered Approach Towards Attention Visualization for Learning Activities,"attention, brain-computer interfaces, data visualization, quantified-self",10.1145/3123024.3125505,2017,UbiComp '17
2826204,https://dl.acm.org/citation.cfm?id=2826204,Bliss  Altenhoff and Haley  Vaigneur and Kelly  Caine,"One Step Forward, Two Steps Back: The Key to Wearables in the Field is the App","mobile app design, preventive healthcare, quantified self, wearable computing",,2015,PervasiveHealth '15
3122147,https://dl.acm.org/citation.cfm?id=3122147,Miriam  Greis and Tilman  Dingler and Albrecht  Schmidt and Chris  Schmandt,Leveraging User-made Predictions to Help Understand Personal Behavior Patterns,"personal behavior patterns, quantified self, reflection, user-made predictions",10.1145/3098279.3122147,2017,MobileHCI '17
3303821,https://dl.acm.org/citation.cfm?id=3303821,Ritayan  Mitra and Pankaj  Chavan,DEBE Feedback for Large Lecture Classroom Analytics,"Large lectures, learning analytics, live feedback, mobile application, quantified self",10.1145/3303772.3303821,2019,LAK19
2883958,https://dl.acm.org/citation.cfm?id=2883958,Danielle  Hagood and Cynthia Carter Ching and Sara  Schaefer,Integrating Physical Activity Data in Videogames with User-centered Dashboards,"activity monitors (Fitbit), dashboards, health, quantified self, sociocultural theory",10.1145/2883851.2883958,2016,LAK '16
3205997,https://dl.acm.org/citation.cfm?id=3205997,Bhavani  Thuraisingham and Murat  Kantarcioglu and Elisa  Bertino and Jonathan Z. Bakdash and Maribel  Fernandez,Towards a Privacy-Aware Qunatified Self Data Management Framework,"data analytics, data privacy, privacy preserving, quantified self",10.1145/3205977.3205997,2018,SACMAT '18
2557372,https://dl.acm.org/citation.cfm?id=2557372,Eun Kyoung  Choe and Nicole B. Lee and Bongshin  Lee and Wanda  Pratt and Julie A. Kientz,Understanding Quantified-selfers' Practices in Collecting and Exploring Personal Data,"health, per-sonal informatics, personal analytics, quantified self, self-experimentation., self-monitoring, self-tracking",10.1145/2556288.2557372,2014,CHI '14
3240187,https://dl.acm.org/citation.cfm?id=3240187,Päivi Heikkilä; and Anita  Honka and Eija  Kaasinen,Quantified Factory Worker: Designing a Worker Feedback Dashboard,"factory workers, human-centred design, operator 4.0, quantified self, well-being",10.1145/3240167.3240187,2018,NordiCHI '18
2485822,https://dl.acm.org/citation.cfm?id=2485822,Victor R. Lee and Joel  Drake,Quantified Recess: Design of an Activity for Elementary Students Involving Analyses of Their Own Movement Data,"TinkerPlots, activity trackers, collaboration, competition, elementary students, fitbit, physical activity, quantified self",10.1145/2485760.2485822,2013,IDC '13
3025980,https://dl.acm.org/citation.cfm?id=3025980,Rohit Ashok  Khot and Deepti  Aggarwal and Ryan  Pennings and Larissa  Hjorth and Florian 'Floyd'  Mueller,EdiPulse: Investigating a Playful Approach to Self-monitoring Through 3D Printed Chocolate Treats,"chocolate printing, food printing, human food interaction, physical activity, playful interactions, quantified self, self-monitoring",10.1145/3025453.3025980,2017,CHI '17
3143720,https://dl.acm.org/citation.cfm?id=3143720,Yulia  Stepanchuk,"Quantified Construction of Self: Numbers, Narratives and the Modern Individual","big data, lifelogging, modernity, narrative, personal data, quantified self, self, self-tracking, technologies of the self",10.1145/3143699.3143720,2017,IMS2017
3311846,https://dl.acm.org/citation.cfm?id=3311846,Akane  Okuno and Yasuyuki  Sumi,Social Activity Measurement by Counting Faces Captured in First-Person View Lifelogging Video,"Social activity measurement, face detection, first-person view video, lifelogging, quantified self, social health",10.1145/3311823.3311846,2019,AH2019
2998219,https://dl.acm.org/citation.cfm?id=2998219,Munmun  De Choudhury and Mrinal  Kumar and Ingmar  Weber,Computational Approaches Toward Integrating Quantified Self Sensing and Social Media,"MyFitnessPal, behavior change, diet, fitness, health, quantified self, social media, twitter, well-being",10.1145/2998181.2998219,2017,CSCW '17
2826166,https://dl.acm.org/citation.cfm?id=2826166,Oresti  Banos and Muhammad Bilal Amin and Wajahat Ali Khan and Taqdir  Ali and Muhammad  Afzal and Byeong Ho Kang and Sungyoung  Lee,Mining Minds: An Innovative Framework for Personalized Health and Wellness Support,"big data, cloud computing, context-awareness, digital health, human behavior, knowledge bases, quantified-self, user experience",,2015,PervasiveHealth '15
3275119,https://dl.acm.org/citation.cfm?id=3275119,Päivi Heikkilä; and Anita  Honka and Sebastian  Mach and Franziska  Schmalfuß; and Eija  Kaasinen and Kaisa  Väänänen,Quantified Factory Worker - Expert Evaluation and Ethical Considerations of Wearable Self-tracking Devices,"Ethics, Expert evaluation, Factory workers, Quantified Self, User experience, Wearable devices",10.1145/3275116.3275119,2018,Mindtrek '18
3125506,https://dl.acm.org/citation.cfm?id=3125506,Reem  Albaghli and Urooj  Raja and Kenneth M. Anderson,An Innovative Approach to Better Cardiac Health Through Wearable Technology,"cardio disease, health informatics, heart rate, preventive medicine, quantified self, self-health, smart watch, wearable technology",10.1145/3123024.3125506,2017,UbiComp '17
2702502,https://dl.acm.org/citation.cfm?id=2702502,Teng  Han and Xiang  Xiao and Lanfei  Shi and John  Canny and Jingtao  Wang,Balancing Accuracy and Fun: Designing Camera Based Mobile Games for Implicit Heart Rate Monitoring,"ecg, game design, heart rate, mobile phone, multi-modal interface, quantified self, serious game",10.1145/2702123.2702502,2015,CHI '15
2460302,https://dl.acm.org/citation.cfm?id=2460302,Verónica  Rivera-Pelayo and Johannes  Munk and Valentin  Zacharias and Simone  Braun,Live Interest Meter: Learning from Quantified Feedback in Mass Lectures,"data capturing, learning analytics, live feedback, mobile application, quantified self, reflective learning",10.1145/2460296.2460302,2013,LAK '13
3194662,https://dl.acm.org/citation.cfm?id=3194662,Palakorn  Achananuparp and Ee-Peng  Lim and Vibhanshu  Abhishek and Tianjiao  Yun,Eat &#38; Tell: A Randomized Trial of Random-Loss Incentive to Increase Dietary Self-Tracking Compliance,"food logging, health, incentives, loss aversion, quantified self, randomized controlled trial, unpredictability",10.1145/3194658.3194662,2018,DH '18
2883888,https://dl.acm.org/citation.cfm?id=2883888,Samara  Ruiz and Sven  Charleer and Maite  Urretavizcaya and Joris  Klerkx and Isabel  Fernández-Castro and Erik  Duval,Supporting Learning by Considering Emotions: Tracking and Visualization a Case Study,"face to face interactions, quantified-self, self-reflection, students' emotions, visual dashboards, visualization",10.1145/2883851.2883888,2016,LAK '16
3174058,https://dl.acm.org/citation.cfm?id=3174058,Peter  West and Max  Van Kleek and Richard  Giordano and Mark J. Weal and Nigel  Shadbolt,Common Barriers to the Use of Patient-Generated Data Across Clinical Settings,"clinical decision making, mhealth, patient-generated data, personalized medicine, quantified self, self-tracking, workflows",10.1145/3173574.3174058,2018,CHI '18
3123200,https://dl.acm.org/citation.cfm?id=3123200,Shoya  Ishimaru and Andreas  Dengel,ARFLED: Ability Recognition Framework for Learning and Education,"activity recognition, cognitive state, education, eye tracking, eyewear computing, learning, quantified self, reading activity",10.1145/3123024.3123200,2017,UbiComp '17
3129271,https://dl.acm.org/citation.cfm?id=3129271,Shoya  Ishimaru and Kensuke  Hoshika and Kai  Kunze and Koichi  Kise and Andreas  Dengel,Towards Reading Trackers in the Wild: Detecting Reading Activities by EOG Glasses and Deep Neural Networks,"convolutional neural network, electrooculography, eye movement, quantified self, reading, recurrent neural network",10.1145/3123024.3129271,2017,UbiComp '17
2971497,https://dl.acm.org/citation.cfm?id=2971497,Simon Kristoffer Johansen and Anne Marie Kanstrup,Expanding the Locus of Control: Design of a Mobile Quantified Self-Tracking Application for Whiplash Patients,"Quantified self, ecological momentary assessments, health care, mobile technology, small data, social learning theory, whiplash",10.1145/2971485.2971497,2016,NordiCHI '16
3093272,https://dl.acm.org/citation.cfm?id=3093272,Tim  Levene and Robert  Steele,The Quantified Self and Physical Therapy: The Application of Motion Sensing Technologies,"Consumer Health, Health Informatics, Healthcare Information Systems, Mobile Health, Motion Sensing Applications, Physical Therapy",10.1145/3093241.3093272,2017,ICCDA '17
2927474,https://dl.acm.org/citation.cfm?id=2927474,Federico  Cabitza and Angela  Locoro and Daniela  Fogli and Massimiliano  Giacomin,Valuable Visualization of Healthcare Information: From the Quantified Self Data to Conversations,"Data Visualization, Human-Data Interaction, Social Value of Information",10.1145/2909132.2927474,2016,AVI '16
2926091,https://dl.acm.org/citation.cfm?id=2926091,Paolo  Buono,A Circular Visualization Technique for Collaboration and Quantifying Self,"Circular visualization, activity traces, collaboration, time series",10.1145/2909132.2926091,2016,AVI '16
3159574,https://dl.acm.org/citation.cfm?id=3159574,Michael  Skirpan and Jacqueline  Cameron and Tom  Yeh,Quantified Self: An Interdisciplinary Immersive Theater Project Supporting a Collaborative Learning Environment for CS Ethics,"collaborative learning, curriculum, ethics, interdisciplinary education, pedagogy, performance, theater",10.1145/3159450.3159574,2018,SIGCSE '18
3025003,https://dl.acm.org/citation.cfm?id=3025003,Anne  Wohlauf and Fabian  Hemmert and Reto  Wettach,The Haptic Body Scale: Designing Imprecision in Times of the Quantified Self,"floor, haptic display, tactile feedback, tangible interaction, user experience",10.1145/3024969.3025003,2017,TEI '17
3274362,https://dl.acm.org/citation.cfm?id=3274362,Yubo  Kou and Xinning  Gui,Entangled with Numbers: Quantified Self and Others in a Team-Based Online Game,"league of legends, moba, multiplayer online battle arena, quantification, quantified others, quantified self, self-knowledge, numerical authority, interpretive flexibility, communicative trust, virtual team",10.1145/3274362,2018,"Proc. ACM Hum.-Comput. Interact, vol 2, issue CSCW"
2930977,https://dl.acm.org/citation.cfm?id=2930977,Vassilis  Plachouras and Jochen L. Leidner and Andrew G. Garrow,Quantifying Self-Reported Adverse Drug Events on Twitter: Signal and Topic Analysis,"Classification, Drug side effects, Natural Language Processing, Text Mining, Twitter",10.1145/2930971.2930977,2016,SMSociety '16
3029434,https://dl.acm.org/citation.cfm?id=3029434,Kimberly E. Arnold and Brandon  Karcher and Casey V. Wright and James  McKay,"Student Empowerment, Awareness, and Self-regulation Through a Quantified-self Student Tool","higher education, learning analytics, mobile application, quantified-self student, real-time feedback, recommendation engine, reflective learning practices, self-regulated learning",10.1145/3027385.3029434,2017,LAK '17
3025591,https://dl.acm.org/citation.cfm?id=3025591,Elizabeth V. Eikey and Madhu C. Reddy,It's Definitely Been a Journey: A Qualitative Study on How Women with Eating Disorders Use Weight Loss Apps,"anorexia nervosa, bulimia nervosa, eating disorders, food journal, mobile applications, persuasive, qualitative, quantified self, self-tracking, weight loss apps",10.1145/3025453.3025591,2017,CHI '17
3154920,https://dl.acm.org/citation.cfm?id=3154920,Heleen  Rutjes and Martijn C. Willemsen and Janne  van Kollenburg and Sander  Bogers and Wijnand A. IJsselsteijn,"Benefits and Costs of Patient Generated Data, from the Clinician's and Patient's Perspective","data science, data visualization, health care professional, patient-generated data, patient-physician relationship, personal health records, quantified self",10.1145/3154862.3154920,2017,PervasiveHealth '17
3154870,https://dl.acm.org/citation.cfm?id=3154870,Ay?e G. Büyüktür and Mark S. Ackerman and Mark W. Newman and Pei-Yao  Hung,Design Considerations for Semi-automated Tracking: Self-care Plans in Spinal Cord Injury,"context-aware environments, disability, quantified self, rehabilitation, requirements, self-care plans, self-monitoring, semi-automated tracking, user needs",10.1145/3154862.3154870,2017,PervasiveHealth '17
2723651,https://dl.acm.org/citation.cfm?id=2723651,Frederick  Nwanganga and Everaldo  Aguiar and G. Alex Ambrose and Victoria  Goodrich and Nitesh V. Chawla,Qualitatively Exploring Electronic Portfolios: A Text Mining Approach to Measuring Student Emotion As an Early Warning Indicator,"affect, analytic approaches &#38; methods, emotions, natural language processing, predictive analytics, quantified self, reflecting learning, text mining",10.1145/2723576.2723651,2015,LAK '15
3080545,https://dl.acm.org/citation.cfm?id=3080545,Nitish  Nag and Vaibhav  Pandey and Ramesh  Jain,Health Multimedia: Lifestyle Recommendations Based on Diverse Observations,"context awareness, cybernetics, event mining, mobile health, navigation, objective-self, personalized, persuasion, precision medicine, predictive health, prevention, quantified-self",10.1145/3078971.3080545,2017,ICMR '17
3186062,https://dl.acm.org/citation.cfm?id=3186062,Zhiyuan  Lin and Tim  Althoff and Jure  Leskovec,I'Ll Be Back: On the Multiple Lives of Users of a Mobile Activity Tracking Application,"activity logging, activity tracking, lifespan, lifetime, mobile health, multiple lives, quantified self, reengagement, user engagement, user modeling",10.1145/3178876.3186062,2018,WWW '18
2504407,https://dl.acm.org/citation.cfm?id=2504407,Gerald  Bieber and Marian  Haescher and Matthias  Vahl,Sensor Requirements for Activity Recognition on Smart Watches,"acceleration, activity monitoring, inactivity, mobile computing, quantify self, recognition, sensor, sleep, smart, smart watch, user interfaces, watch, wrist",10.1145/2504335.2504407,2013,PETRA '13
3300711,https://dl.acm.org/citation.cfm?id=3300711,Yubo  Kou and Xinning  Gui and Yunan  Chen and Bonnie  Nardi,Turn to the Self in Human-Computer Interaction: Care of the Self in Negotiating the Human-Technology Relationship,"care of the self, censorship, ethics, existential hci, foucault, healthcare, neoliberalism, political economy, politics, power, quantified-self",10.1145/3290605.3300711,2019,CHI '19
3186161,https://dl.acm.org/citation.cfm?id=3186161,Takeshi  Kurashima and Tim  Althoff and Jure  Leskovec,Modeling Interdependent and Periodic Real-World Action Sequences,"activity logging, activity tracking, human action sequence, mobile health, periodic behavior, point process, quantified self, real-world actions, real-world behavior, user modeling",10.1145/3178876.3186161,2018,WWW '18
2674446,https://dl.acm.org/citation.cfm?id=2674446,Gerald  Bieber and Thomas  Kirste and Michael  Gaede,Low Sampling Rate for Physical Activity Recognition,"acceleration, activity monitoring, activity recognition, inactivity, low sampling rate, mobile computing, quantify self, recognition, sampling, sensor, sleep, smart, smart watch, user interfaces, very low frequency, watch, wrist",10.1145/2674396.2674446,2014,PETRA '14
3174038,https://dl.acm.org/citation.cfm?id=3174038,Michael Warren Skirpan and Jacqueline  Cameron and Tom  Yeh,More Than a Show: Using Personalized Immersive Theater to Educate and Engage the Public in Technology Ethics,"design fiction, design methods, enactments, ethics, immersive theater, privacy, public engagement, research through design, speculative design",10.1145/3173574.3174038,2018,CHI '18
1556463,https://dl.acm.org/citation.cfm?id=1556463,Brent  Hecht and Darren  Gergle,Measuring Self-focus Bias in Community-maintained Knowledge Repositories,"bias, hyperlingual, self-focus, semantic networks, topical coverage, web 2.0, wikipedia",10.1145/1556460.1556463,2009,C&#38;T '09
2686912,https://dl.acm.org/citation.cfm?id=2686912,Julie  Doyle and Lorcan  Walsh and Antonella  Sassu and Teresa  McDonagh,Designing a Wellness Self-management Tool for Older Adults: Results from a Field Trial of YourWellness,"feedback, older adults, self-management, wellness",10.4108/icst.pervasivehealth.2014.254950,2014,PervasiveHealth '14
2998365,https://dl.acm.org/citation.cfm?id=2998365,Markéta Dolejšová; and Denisa  Kera,Soylent Diet Self-Experimentation: Design Challenges in Extreme Citizen Science Projects,"extreme citizen science, health, nutrition literacy, risk, self-experimentation, self-tracking",10.1145/2998181.2998365,2017,CSCW '17
2366024,https://dl.acm.org/citation.cfm?id=2366024,Neal  Lathia,Using Ratings to Profile Your Health,health,10.1145/2365952.2366024,2012,RecSys '12
2627416,https://dl.acm.org/citation.cfm?id=2627416,Luke  Hutton and Tristan  Henderson and Apu  Kapadia,"Short Paper: Here I Am, Now Pay Me!: Privacy Concerns in Incentivised Location-sharing Systems","contextual integrity, location-sharing, privacy",10.1145/2627393.2627416,2014,WiSec '14
2995350,https://dl.acm.org/citation.cfm?id=2995350,"Bogdan  Glogovac and Mads  Simonsen and Silje Strøm Solberg and Erica  Löfström, and Dirk  Ahlers",Ducky: An Online Engagement Platform for Climate Communication,"Activity tracking, climate activities, climate footprint, eco-visualization, gamification, sustainability",10.1145/2971485.2995350,2016,NordiCHI '16
2733046,https://dl.acm.org/citation.cfm?id=2733046,Quoc-Cuong  To and Benjamin  Nguyen and Philippe  Pucheral,SQL/AA: Executing SQL on an Asymmetric Architecture,,10.14778/2733004.2733046,2014,"Proc. VLDB Endow, vol 7, issue 13"
2903658,https://dl.acm.org/citation.cfm?id=2903658,Sojung  Kwak and Joeun  Lee and Jieun  Kwon,A Study on Life-Logging Application from the Analytical Perspective of Self-Formation,"&#xB77C;&#xC774;&#xD504;&#xB85C;&#xAE45;, &#xC560;&#xD50C;&#xB9AC;&#xCF00;&#xC774;&#xC158;, &#xC6E8;&#xC5B4;&#xB7EC;&#xBE14;&#xB514;&#xBC14;&#xC774;&#xC2A4;, &#xC790;&#xC544; &#xC815;&#xB7C9;&#xD654;, &#xC790;&#xC544;&#xD615;&#xC131;",10.17210/hcik.2016.01.206,2016,HCIK '16
2894750,https://dl.acm.org/citation.cfm?id=2894750,Quoc-Cuong  To and Benjamin  Nguyen and Philippe  Pucheral,Private and Scalable Execution of SQL Aggregates on a Secure Decentralized Architecture,"Trusted hardware, decentralized architecture, parallel computing",10.1145/2894750,2016,"ACM Trans. Database Syst, vol 41, issue 3"
3205876,https://dl.acm.org/citation.cfm?id=3205876,Marius  Hoggenmueller and Alexander  Wiethoff and Martin  Tomitsch,Designing Low-Res Lighting Displays As Ambient Gateways to Smart Devices,"Information design, ambient light systems, low resolution display",10.1145/3205873.3205876,2018,PerDis '18
3297432,https://dl.acm.org/citation.cfm?id=3297432,Christoph  Stach and Frank  Steimle,Recommender-based Privacy Requirements Elicitation - EPICUREAN: An Approach to Simplify Privacy Settings in IoT Applications with Respect to the GDPR,"IoT, association rules, clustering, eHealth, knowledge modeling, privacy requirements elicitation, privacy system, recommender system",10.1145/3297280.3297432,2019,SAC '19
2807445,https://dl.acm.org/citation.cfm?id=2807445,Yusuke  Sugano and Andreas  Bulling,Self-Calibrating Head-Mounted Eye Trackers Using Egocentric Visual Saliency,"calibration drift, electrooculography, visual saliency, mobile eye tracking, user calibration",10.1145/2807442.2807445,2015,UIST '15
2534536,https://dl.acm.org/citation.cfm?id=2534536,Zhenyu  Chen and Mu  Lin and Fanglin  Chen and Nicholas D. Lane and Giuseppe  Cardone and Rui  Wang and Tianxing  Li and Yiqiang  Chen and Tanzeem  Choudhury and Andrew T. Campbell,Unobtrusive Sleep Monitoring Using Smartphones,"activity recognition, mHealth, sleep monitoring, smartphone sensing",10.4108/icst.pervasivehealth.2013.252148,2013,PervasiveHealth '13
2557679,https://dl.acm.org/citation.cfm?id=2557679,Farzaneh  Salamati and Zbigniew J. Pasek,Modeling for Personal Well-being: Time for Paradigm Change,"individualized health care, obesity, self-tracking, system dynamics",,2013,GCMS '13
2991577,https://dl.acm.org/citation.cfm?id=2991577,Agon  Bexheti and Marc  Langheinrich and Sarah  Clinch,Secure Personal Memory-Sharing with Co-located People and Places,"Co-located people, Infrastructure camera, Lifelogging, Memory augmentation, Privacy, Security, Sharing, Wearables",10.1145/2991561.2991577,2016,IoT'16
2998439,https://dl.acm.org/citation.cfm?id=2998439,Jean-Pierre  Hubaux,Privacy Challenges in Mobile and Pervasive Networks,"mobile networks, pervasive networks, privacy and security",10.1145/2988287.2998439,2016,MSWiM '16
2939939,https://dl.acm.org/citation.cfm?id=2939939,Jean-Pierre  Hubaux,The Ultimate Frontier for Privacy and Security: Medicine,,10.1145/2939918.2939939,2016,WiSec '16
2493115,https://dl.acm.org/citation.cfm?id=2493115,Gerry  Derksen and Stan  Ruecker and Tim  Causer and Melissa  Terras,Demonstrating Data Using Storyboard Visualization Tool,"BigData, latent dirichlet allocation, narrative, storyboard",10.1145/2493102.2493115,2013,VINCI '13
3191743,https://dl.acm.org/citation.cfm?id=3191743,Andreas  Grammenos and Cecilia  Mascolo and Jon  Crowcroft,"You Are Sensing, but Are You Biased?: A User Unaided Sensor Calibration Approach for Mobile Sensing","Calibration, IMU, Mobile Devices, Sensor",10.1145/3191743,2018,"Proc. ACM Interact. Mob. Wearable Ubiquitous Technol, vol 2, issue 1"
2817759,https://dl.acm.org/citation.cfm?id=2817759,Elise  van den Hoven,From Materialising to Memories: Design Research to Support Personal Remembering,"Autobiographical remembering, design research, digital media, episodic memory, human-computer interaction, interaction design, tangible interaction",10.1145/2808047.2817759,2015,CHINZ 2015
3154918,https://dl.acm.org/citation.cfm?id=3154918,Jakob Eg Larsen and Thomas Blomseth Christiansen and Kasper  Eskelund,Fostering Bilateral Patient-clinician Engagement in Active Self-tracking of Subjective Experience,"PGD, PTSD, engagement, self-tracking",10.1145/3154862.3154918,2017,PervasiveHealth '17
3025510,https://dl.acm.org/citation.cfm?id=3025510,Chia-Fang  Chung and Nanna  Gorm and Irina A. Shklovski and Sean  Munson,Finding the Right Fit: Understanding Health Tracking in Workplace Wellness Programs,"health and wellness program, self-tracking, workplace",10.1145/3025453.3025510,2017,CHI '17
3064697,https://dl.acm.org/citation.cfm?id=3064697,Kwangyoung  Lee and Hwajung  Hong,Designing for Self-Tracking of Emotion and Experience with Tangible Modality,"emotion, mental health, mindtracker, self-tracking",10.1145/3064663.3064697,2017,DIS '17
3125507,https://dl.acm.org/citation.cfm?id=3125507,Amon  Rapp and Federica  Cena and Maurizio  Tirassa and Guido  Boella and Alessia  Calafiore and Roberto  Keller,Tracking Personal Movements in Urban Environments: Personalized Maps for People with Autism Spectrum Disorder,"adaptive support, autism, personalized maps, self-tracking",10.1145/3123024.3125507,2017,UbiComp '17
3014058,https://dl.acm.org/citation.cfm?id=3014058,Verónica  Rivera-Pelayo and Angela  Fessl and Lars  Müller and Viktoria  Pammer,Introducing Mood Self-Tracking at Work: Empirical Insights from Call Centers,"Call center, field study, mood self-tracking, reflection, work performance",10.1145/3014058,2017,"ACM Trans. Comput.-Hum. Interact, vol 24, issue 1"
3154895,https://dl.acm.org/citation.cfm?id=3154895,Jomara  Binda and Hyehyun  Park and John M. Carroll and Natalie  Cope and Chien Wen (Tina) Yuan and Eun Kyoung Choe,Intergenerational Sharing of Health Data Among Family Members,"collaboration, data sharing, family, health, intergenerational, self-tracking",10.1145/3154862.3154895,2017,PervasiveHealth '17
2858148,https://dl.acm.org/citation.cfm?id=2858148,Da-jung  Kim and Yeoreum  Lee and Saeyoung  Rho and Youn-kyung  Lim,Design Opportunities in Three Stages of Relationship Development Between Users and Self-Tracking Devices,"human-technology relationship development, self-tracking device, user experience design",10.1145/2858036.2858148,2016,CHI '16
2996748,https://dl.acm.org/citation.cfm?id=2996748,Marie Louise Juul Søndergaard and Lone Koefoed Hansen,PeriodShare: A Bloody Design Fiction,"Design fiction, menstruation, research through design, self tracking",10.1145/2971485.2996748,2016,NordiCHI '16
3300452,https://dl.acm.org/citation.cfm?id=3300452,Tabby  Davies and Simon L. Jones and Ryan M. Kelly,Patient Perspectives on Self-Management Technologies for Chronic Fatigue Syndrome,"chronic fatigue syndrome, myalgic encephalomyelitis, self-management, self-tracking",10.1145/3290605.3300452,2019,CHI '19
3274763,https://dl.acm.org/citation.cfm?id=3274763,Debaleena  Chattopadhyay,Toward a Bayesian Approach for Self-Tracking Personal Pollution Exposures,"Environmental sensing, pollution exposure profiling, pollution monitoring, self-tracking",10.1145/3267305.3274763,2018,UbiComp '18
3300359,https://dl.acm.org/citation.cfm?id=3300359,Alyson L. Young and Andrew D. Miller,&#34;This Girl is on Fire&#34;: Sensemaking in an Online Health Community for Vulvodynia,"enigmatic disease, online health communities, self-tracking, sensemaking, vulvodynia",10.1145/3290605.3300359,2019,CHI '19
2414610,https://dl.acm.org/citation.cfm?id=2414610,Bernd  Ploderer and Wally  Smith and Steve  Howard and Jon  Pearce and Ron  Borland,Things You Don'T Want to Know About Yourself: Ambivalence About Tracking and Sharing Personal Information for Behaviour Change,"ambivalence, behaviour change, persuasive technology, self-tracking, smoking cessation",10.1145/2414536.2414610,2012,OzCHI '12
3264911,https://dl.acm.org/citation.cfm?id=3264911,Nediyana  Daskalova and Bongshin  Lee and Jeff  Huang and Chester  Ni and Jessica  Lundin,Investigating the Effectiveness of Cohort-Based Sleep Recommendations,"Sleep, behavior change, self-tracking, sleep hygiene, sleep recommendations",10.1145/3264911,2018,"Proc. ACM Interact. Mob. Wearable Ubiquitous Technol, vol 2, issue 3"
3123164,https://dl.acm.org/citation.cfm?id=3123164,Gabriella M. Harari and Weichen  Wang and Sandrine R. Müller and Rui  Wang and Andrew T. Campbell,Participants' Compliance and Experiences with Self-tracking Using a Smartphone Sensing App,"compliance, research design, self-tracking, smartphone sensing methods, user experience",10.1145/3123024.3123164,2017,UbiComp '17
3304203,https://dl.acm.org/citation.cfm?id=3304203,Ulrich  Neumann and Youngkwan  Cho,A Self-tracking Augmented Reality System,,10.1145/3304181.3304203,1996,VRST '96
2819944,https://dl.acm.org/citation.cfm?id=2819944,Nanna  Gorm and Irina  Shklovski,"Steps, Choices and Moral Accounting: Observations from a Step-Counting Campaign in the Workplace","Self-tracking, campaign, health promotion, pedometer, social ecology, step-counter, workplace",10.1145/2818048.2819944,2016,CSCW '16
3294035,https://dl.acm.org/citation.cfm?id=3294035,Kim  Munck and Mark Hummeluhr Christensen and Alan  Tahhan and Birthe I. Dinesen and Helle  Spindler and John  Hansen and Olav W. Nielsen and Soren  Leth,Evaluation of Self-trackers for Use in Telerehabilitation,"activity monitor, fitness, heart failure, physical activity, self-tracking, step count, telerehabilitation, usability",,2018,"J. Usability Studies, vol 13, issue 3"
2998276,https://dl.acm.org/citation.cfm?id=2998276,Jessica  Schroeder and Jane  Hoffswell and Chia-Fang  Chung and James  Fogarty and Sean  Munson and Jasmine  Zia,Supporting Patient-Provider Collaboration to Identify Individual Triggers Using Food and Symptom Journals,"interactive visualization, patient-generated data, patient-provider collaboration, self-tracking, symptom triggers",10.1145/2998181.2998276,2017,CSCW '17
2998206,https://dl.acm.org/citation.cfm?id=2998206,Clara  Caldeira and Matthew  Bietz and Marisol  Vidauri and Yunan  Chen,Senior Care for Aging in Place: Balancing Assistance and Independence,"CCRC, aging in place, collaborative care, elderly, older adults, self-care, self-tracking",10.1145/2998181.2998206,2017,CSCW '17
2785877,https://dl.acm.org/citation.cfm?id=2785877,Jeni  Paay and Jesper  Kjeldskov and Mikael B. Skov and Nirojan  Srikandarajah and Umachanger  Brinthaparan,QuittyLink: Using Smartphones for Personal Counseling to Help People Quit Smoking,"Smoking cessation, health behavior change, interaction design, mobile apps, personal counseling, self-tracking",10.1145/2785830.2785877,2015,MobileHCI '15
2702230,https://dl.acm.org/citation.cfm?id=2702230,Katarzyna  Stawarz and Anna L. Cox and Ann  Blandford,Beyond Self-Tracking and Reminders: Designing Smartphone Apps That Support Habit Formation,"behavior change, habit formation, smartphone apps",10.1145/2702123.2702230,2015,CHI '15
3300900,https://dl.acm.org/citation.cfm?id=3300900,Heleen  Rutjes and Martijn C. Willemsen and Wijnand A. IJsselsteijn,Beyond Behavior: The Coach's Perspective on Technology in Health Coaching,"behavior change support, coach-client relationship, e-coaching, health coaching, mhealth, patient-generated data, self-tracking, technology acceptance",10.1145/3290605.3300900,2019,CHI '19
